,BTCUSDT,ETHUSDT,BNBUSDT,NEOUSDT,LTCUSDT,QTUMUSDT,ADAUSDT,XRPUSDT,EOSUSDT,IOTAUSDT,XLMUSDT,ONTUSDT,TRXUSDT,ETCUSDT,ICXUSDT,NULSUSDT,VETUSDT,LINKUSDT,WAVESUSDT,ONGUSDT,HOTUSDT,ZILUSDT,ZRXUSDT,FETUSDT,BATUSDT,XMRUSDT,ZECUSDT,IOSTUSDT,CELRUSDT,DASHUSDT,OMGUSDT,THETAUSDT,ENJUSDT,MATICUSDT,ATOMUSDT,TFUELUSDT,ONEUSDT,FTMUSDT,ALGOUSDT,DOGEUSDT,DUSKUSDT,ANKRUSDT,WINUSDT,COSUSDT,MTLUSDT,TOMOUSDT,PERLUSDT,DENTUSDT,DOCKUSDT,WANUSDT,FUNUSDT,CHZUSDT,BANDUSDT,BUSDUSDT,XTZUSDT,RENUSDT,RVNUSDT,HBARUSDT,NKNUSDT,STXUSDT,KAVAUSDT,ARPAUSDT,IOTXUSDT,RLCUSDT,CTXCUSDT,BCHUSDT,TROYUSDT,VITEUSDT
0,7200.85000000,130.77000000,13.71840000,8.85000000,41.62000000,1.60300000,0.03348000,0.19305000,2.60390000,0.16060000,0.04529000,0.52750000,0.01322000,4.50350000,0.11460000,0.23080000,0.00535800,1.81110000,1.04460000,0.09560000,0.00062750,0.00454000,0.18250000,0.03832000,0.19620000,45.82000000,28.07000000,0.00481700,0.00362000,41.84000000,0.62140000,0.08656000,0.07963000,0.01496000,4.38000000,0.00238300,0.00466000,0.01058000,0.22010000,0.00202450,0.04260000,0.00143900,0.00009300,0.00948000,0.22770000,0.44580000,0.02064000,0.00015790,0.00775500,0.17580000,0.00332700,0.00692300,0.23700000,1.00330000,1.37000000,0.03200000,0.02270000,0.01035000,0.01809000,0.09890000,1.13640000,0.01064000,0.00345700,0.41770000,0.06400000,204.44000000,0.00677870,0.01104000
1,6965.71000000,127.19000000,13.01050000,8.46200000,39.43000000,1.53300000,0.03269000,0.18750000,2.45930000,0.15840000,0.04361000,0.50370000,0.01284000,4.22830000,0.10960000,0.22070000,0.00509400,1.73660000,0.94590000,0.09500000,0.00060350,0.00438000,0.17520000,0.03642000,0.18270000,45.50000000,27.02000000,0.00460500,0.00340000,40.04000000,0.59500000,0.08443000,0.07371000,0.01467000,4.09600000,0.00229700,0.00470000,0.01025000,0.21390000,0.00199510,0.03850000,0.00139700,0.00008850,0.00883000,0.21560000,0.41950000,0.02045000,0.00015860,0.00707100,0.17320000,0.00329300,0.00671900,0.21890000,1.00280000,1.24280000,0.03476000,0.02299000,0.01001000,0.01845000,0.08970000,1.01720000,0.00985000,0.00335800,0.37640000,0.06140000,195.49000000,0.00647510,0.01042000
2,7344.96000000,134.35000000,13.64740000,8.88800000,42.23000000,1.62900000,0.03417000,0.19338000,2.63960000,0.16640000,0.04566000,0.52780000,0.01344000,4.57680000,0.11420000,0.22840000,0.00532700,1.80400000,0.95260000,0.09950000,0.00067940,0.00454000,0.18210000,0.03906000,0.18650000,50.93000000,28.41000000,0.00481900,0.00355000,43.92000000,0.62480000,0.08771000,0.07800000,0.01512000,4.23700000,0.00240300,0.00478000,0.01035000,0.22720000,0.00202360,0.03900000,0.00140700,0.00009110,0.00930000,0.22260000,0.42860000,0.02214000,0.00016470,0.00733000,0.17950000,0.00334800,0.00715100,0.23180000,1.00110000,1.27850000,0.03556000,0.02300000,0.01035000,0.01820000,0.09450000,1.02410000,0.01007000,0.00341000,0.40410000,0.06330000,222.43000000,0.00643210,0.01123000
3,7354.11000000,134.20000000,13.80920000,9.07700000,42.78000000,1.64200000,0.03434000,0.19305000,2.64810000,0.17340000,0.04565000,0.53160000,0.01344000,4.75980000,0.11390000,0.23370000,0.00562000,1.82420000,0.94580000,0.09810000,0.00067960,0.00461000,0.18640000,0.04027000,0.18830000,50.37000000,29.91000000,0.00486900,0.00355000,46.19000000,0.62460000,0.09394000,0.07720000,0.01484000,4.25000000,0.00242900,0.00475000,0.01068000,0.23520000,0.00205790,0.03910000,0.00141700,0.00009110,0.00930000,0.23270000,0.46950000,0.02238000,0.00016680,0.00729900,0.17730000,0.00320900,0.00768000,0.23080000,1.00120000,1.25570000,0.03528000,0.02291000,0.01111000,0.01785000,0.09440000,1.04010000,0.01022000,0.00354300,0.39810000,0.06980000,224.47000000,0.00640100,0.01170000
4,7358.75000000,135.37000000,14.05320000,9.02000000,43.30000000,1.63100000,0.03460000,0.19453000,2.68650000,0.17180000,0.04544000,0.54830000,0.01353000,4.87840000,0.11350000,0.23400000,0.00546500,1.79570000,0.88720000,0.09980000,0.00067080,0.00463000,0.18610000,0.03847000,0.18740000,53.69000000,30.81000000,0.00491600,0.00349000,51.17000000,0.63670000,0.09421000,0.07637000,0.01483000,4.20000000,0.00241200,0.00466000,0.01051000,0.22940000,0.00206960,0.03960000,0.00141000,0.00009230,0.00909000,0.22880000,0.44300000,0.02262000,0.00016390,0.00723500,0.17590000,0.00316900,0.00786900,0.23210000,1.00110000,1.25450000,0.03527000,0.02326000,0.01157000,0.01868000,0.09200000,1.03100000,0.01008000,0.00356500,0.40500000,0.06680000,222.79000000,0.00656840,0.01109000
5,7758.00000000,144.15000000,14.94710000,9.75700000,45.80000000,1.74700000,0.03732000,0.22310000,2.85060000,0.18260000,0.05046000,0.58310000,0.01472000,5.03330000,0.12480000,0.24560000,0.00573000,1.93740000,0.89490000,0.10240000,0.00070300,0.00489000,0.19580000,0.03949000,0.19150000,58.91000000,32.86000000,0.00512000,0.00356000,56.57000000,0.68640000,0.09987000,0.07578000,0.01554000,4.11100000,0.00246100,0.00476000,0.01076000,0.24270000,0.00213440,0.03900000,0.00144000,0.00009500,0.00929000,0.23010000,0.45080000,0.02361000,0.00016400,0.00735700,0.18020000,0.00309300,0.00761300,0.23980000,1.00010000,1.30470000,0.04022000,0.02410000,0.01103000,0.01837000,0.09610000,1.05290000,0.00999000,0.00376700,0.39510000,0.06730000,244.25000000,0.00644420,0.01144000
6,8145.28000000,142.80000000,15.02260000,9.80100000,46.30000000,1.73500000,0.03700000,0.21335000,2.84590000,0.18570000,0.04839000,0.56360000,0.01434000,4.83440000,0.12010000,0.23000000,0.00557800,2.10330000,0.88530000,0.09970000,0.00068150,0.00481000,0.18780000,0.03720000,0.19220000,58.36000000,32.24000000,0.00496000,0.00347000,54.62000000,0.67060000,0.09608000,0.07300000,0.01509000,4.07500000,0.00238200,0.00455000,0.01035000,0.23030000,0.00217500,0.03790000,0.00138400,0.00009340,0.00917000,0.22940000,0.44110000,0.02261000,0.00016110,0.00720300,0.17010000,0.00299200,0.00751400,0.22980000,0.99930000,1.29290000,0.03874000,0.02471000,0.01060000,0.01795000,0.09670000,1.08810000,0.00984000,0.00384100,0.43020000,0.07060000,242.30000000,0.00616250,0.01122000
7,8055.98000000,140.72000000,14.53340000,9.44800000,45.35000000,1.68300000,0.03631000,0.20750000,2.77510000,0.18110000,0.04768000,0.55380000,0.01402000,4.95210000,0.11710000,0.22510000,0.00549200,2.18920000,0.85100000,0.10160000,0.00067210,0.00469000,0.21330000,0.03686000,0.18280000,59.44000000,30.88000000,0.00471600,0.00339000,52.42000000,0.66030000,0.09873000,0.07540000,0.01499000,3.99500000,0.00251100,0.00460000,0.01013000,0.22840000,0.00208860,0.03640000,0.00137700,0.00008870,0.00887000,0.22500000,0.45880000,0.02200000,0.00015870,0.00739200,0.17420000,0.00284000,0.00710500,0.22700000,1.00090000,1.33070000,0.04012000,0.02417000,0.01022000,0.01726000,0.09140000,1.07000000,0.00946000,0.00364200,0.43600000,0.06430000,240.19000000,0.00587900,0.01118000
8,7817.76000000,137.74000000,14.39780000,9.38700000,44.74000000,1.63400000,0.03616000,0.20373000,2.74320000,0.17700000,0.04718000,0.53870000,0.01398000,5.18480000,0.11670000,0.22600000,0.00531900,2.18860000,0.82310000,0.09910000,0.00067100,0.00459000,0.20580000,0.03740000,0.18510000,58.68000000,30.83000000,0.00476600,0.00332000,50.54000000,0.63730000,0.09294000,0.07193000,0.01459000,4.24500000,0.00239500,0.00458000,0.01009000,0.22220000,0.00212820,0.03600000,0.00132100,0.00009060,0.00875000,0.21720000,0.42640000,0.02154000,0.00015650,0.00725100,0.16780000,0.00275900,0.00693800,0.23200000,1.00070000,1.28110000,0.04094000,0.02335000,0.01009000,0.01682000,0.09120000,1.02610000,0.00925000,0.00346800,0.41630000,0.06400000,238.01000000,0.00587210,0.01081000
9,8197.02000000,144.84000000,15.07000000,9.86200000,49.06000000,1.73400000,0.03693000,0.21284000,2.98660000,0.19020000,0.04802000,0.56650000,0.01469000,5.36000000,0.11880000,0.22790000,0.00545400,2.22570000,0.82440000,0.09960000,0.00068650,0.00469000,0.20260000,0.03619000,0.18760000,58.42000000,33.69000000,0.00509500,0.00327000,56.88000000,0.65590000,0.09509000,0.07300000,0.01486000,4.27000000,0.00240200,0.00463000,0.01032000,0.22600000,0.00219730,0.03550000,0.00132900,0.00009160,0.00870000,0.21540000,0.43330000,0.02200000,0.00016170,0.00726500,0.17090000,0.00284400,0.00682900,0.23290000,1.00050000,1.30640000,0.04596000,0.02400000,0.01052000,0.01757000,0.09130000,1.05000000,0.00921000,0.00365200,0.42970000,0.06660000,271.83000000,0.00572190,0.01114000
10,8020.01000000,142.38000000,14.91770000,9.69600000,49.30000000,1.74000000,0.03678000,0.21121000,2.99010000,0.19180000,0.04825000,0.58300000,0.01460000,5.57040000,0.12020000,0.23390000,0.00552600,2.27340000,0.85610000,0.10390000,0.00067000,0.00465000,0.20640000,0.03779000,0.18860000,58.25000000,34.88000000,0.00498300,0.00333000,63.46000000,0.67010000,0.09437000,0.07210000,0.01479000,4.26400000,0.00240300,0.00462000,0.01007000,0.22640000,0.00217540,0.03550000,0.00134200,0.00009190,0.00848000,0.21530000,0.42810000,0.02216000,0.00016000,0.00739200,0.16740000,0.00282100,0.00699000,0.23300000,1.00060000,1.30410000,0.04580000,0.02385000,0.01131000,0.01697000,0.08990000,1.02500000,0.00922000,0.00362400,0.42420000,0.06720000,260.83000000,0.00563510,0.01110000
11,8184.98000000,146.54000000,15.33660000,10.27100000,51.43000000,1.75400000,0.03792000,0.21539000,3.21070000,0.19130000,0.04905000,0.61650000,0.01503000,5.57650000,0.12150000,0.23820000,0.00552300,2.23830000,0.84470000,0.10500000,0.00068130,0.00478000,0.21820000,0.03987000,0.19020000,59.19000000,35.52000000,0.00536100,0.00346000,66.19000000,0.69430000,0.09589000,0.07214000,0.01496000,4.25300000,0.00245200,0.00464000,0.01017000,0.22830000,0.00219630,0.03610000,0.00133300,0.00009280,0.00842000,0.22100000,0.45900000,0.02200000,0.00016130,0.00729800,0.16910000,0.00285900,0.00700800,0.24320000,1.00060000,1.30720000,0.04452000,0.02399000,0.01095000,0.01726000,0.09830000,1.03610000,0.00923000,0.00363500,0.45610000,0.07010000,270.77000000,0.00591230,0.01170000
12,8110.34000000,143.58000000,15.17360000,10.00000000,49.60000000,1.70100000,0.03682000,0.21134000,3.10490000,0.18840000,0.04813000,0.60610000,0.01464000,5.46770000,0.12290000,0.23480000,0.00540700,2.19010000,0.86000000,0.10270000,0.00067400,0.00467000,0.21020000,0.04063000,0.18670000,57.72000000,38.32000000,0.00510800,0.00352000,69.43000000,0.66690000,0.09703000,0.07174000,0.01548000,4.24500000,0.00245600,0.00477000,0.00989000,0.22700000,0.00217040,0.04010000,0.00131100,0.00009080,0.00848000,0.21790000,0.50190000,0.02239000,0.00016190,0.00705300,0.17030000,0.00285100,0.00686800,0.23490000,1.00070000,1.27430000,0.04609000,0.02361000,0.01052000,0.01723000,0.09430000,1.01330000,0.00893000,0.00358100,0.47740000,0.06830000,267.21000000,0.00616970,0.01138000
13,8810.01000000,165.64000000,16.63710000,11.20400000,58.39000000,1.91500000,0.04161000,0.23464000,3.81000000,0.21050000,0.05280000,0.67590000,0.01677000,6.78950000,0.13940000,0.24610000,0.00599400,2.37510000,0.86370000,0.11320000,0.00070560,0.00507000,0.23800000,0.03899000,0.21440000,62.55000000,43.83000000,0.00575800,0.00344000,89.28000000,0.73500000,0.10598000,0.07253000,0.01564000,4.53000000,0.00257200,0.00490000,0.00944000,0.22960000,0.00235810,0.03870000,0.00133200,0.00009570,0.00838000,0.21900000,0.47150000,0.02155000,0.00017100,0.00721800,0.17680000,0.00283400,0.00712900,0.25130000,0.99990000,1.32480000,0.04384000,0.02478000,0.01028000,0.01738000,0.09540000,1.01370000,0.00889000,0.00376000,0.50050000,0.07200000,348.35000000,0.00557780,0.01195000
14,8821.41000000,166.40000000,17.66550000,11.41200000,58.16000000,1.97400000,0.04275000,0.23367000,3.76750000,0.23350000,0.05480000,0.69910000,0.01729000,7.99110000,0.14300000,0.25840000,0.00600300,2.39530000,0.89600000,0.11490000,0.00071180,0.00523000,0.24590000,0.04001000,0.22040000,68.47000000,54.97000000,0.00581500,0.00359000,133.60000000,0.79590000,0.10438000,0.07600000,0.01639000,4.57300000,0.00256700,0.00504000,0.00961000,0.24740000,0.00236690,0.03820000,0.00131800,0.00010000,0.00822000,0.24600000,0.48190000,0.02200000,0.00018390,0.00728400,0.18440000,0.00293600,0.00716900,0.24050000,1.00140000,1.34530000,0.04650000,0.02685000,0.01042000,0.01796000,0.09620000,1.02300000,0.00911000,0.00422000,0.52420000,0.07710000,339.99000000,0.00540100,0.01180000
15,8720.01000000,164.21000000,17.03330000,11.27100000,57.56000000,1.93200000,0.04168000,0.22900000,3.83760000,0.22790000,0.05367000,0.71270000,0.01734000,8.41400000,0.14550000,0.25850000,0.00588500,2.49250000,0.88090000,0.11160000,0.00069590,0.00514000,0.24740000,0.03962000,0.21770000,65.63000000,50.80000000,0.00588400,0.00351000,127.45000000,0.77490000,0.10368000,0.08131000,0.01614000,5.09700000,0.00258400,0.00493000,0.00959000,0.24140000,0.00232760,0.03810000,0.00130300,0.00009630,0.00787000,0.28160000,0.46380000,0.02180000,0.00017110,0.00735100,0.18600000,0.00295300,0.00712000,0.24330000,1.00150000,1.49360000,0.04374000,0.02631000,0.01160000,0.01742000,0.09850000,1.09810000,0.00875000,0.00446400,0.57440000,0.07480000,326.76000000,0.00537060,0.01188000
16,8913.28000000,169.85000000,18.07240000,11.84800000,61.02000000,2.09200000,0.04490000,0.23921000,3.90380000,0.23830000,0.06072000,0.71360000,0.01758000,9.47920000,0.15270000,0.26920000,0.00639200,2.70060000,0.90000000,0.11560000,0.00073040,0.00544000,0.25470000,0.04220000,0.22840000,68.95000000,61.54000000,0.00612500,0.00366000,113.04000000,0.88500000,0.11193000,0.08039000,0.01870000,5.01500000,0.00259800,0.00518000,0.01004000,0.26200000,0.00248680,0.04000000,0.00133400,0.00010090,0.00818000,0.28100000,0.48450000,0.02204000,0.00017690,0.00746900,0.19230000,0.00299300,0.00757600,0.24170000,1.00200000,1.47700000,0.04521000,0.02802000,0.01173000,0.01784000,0.10260000,1.11250000,0.00861000,0.00430200,0.55600000,0.07590000,368.00000000,0.00522520,0.01220000
17,8915.96000000,174.14000000,17.80880000,11.87600000,59.32000000,2.03500000,0.04489000,0.24357000,3.80490000,0.24610000,0.06149000,0.68810000,0.01766000,8.29440000,0.15320000,0.27540000,0.00623900,2.77090000,0.87830000,0.11280000,0.00071450,0.00528000,0.24550000,0.04109000,0.22310000,67.00000000,51.16000000,0.00584900,0.00367000,101.15000000,0.83920000,0.10876000,0.07721000,0.01748000,4.62500000,0.00259100,0.00506000,0.01002000,0.25850000,0.00251150,0.03950000,0.00133600,0.00010850,0.00826000,0.26480000,0.47570000,0.02130000,0.00017620,0.00751800,0.19700000,0.00300500,0.00759400,0.24140000,1.00090000,1.48060000,0.04462000,0.02736000,0.01190000,0.01777000,0.09980000,1.05320000,0.00848000,0.00412200,0.53300000,0.07540000,339.01000000,0.00514960,0.01251000
18,8701.70000000,166.79000000,17.38800000,11.24500000,57.60000000,1.93100000,0.04200000,0.23558000,3.61150000,0.24620000,0.06004000,0.65420000,0.01665000,8.52680000,0.14620000,0.26180000,0.00586200,2.62120000,0.88890000,0.10690000,0.00067520,0.00511000,0.23120000,0.03771000,0.21390000,65.17000000,51.56000000,0.00548300,0.00337000,104.92000000,0.79980000,0.11260000,0.07361000,0.01643000,4.51600000,0.00246000,0.00480000,0.00958000,0.24000000,0.00239820,0.03800000,0.00130800,0.00009590,0.00785000,0.25060000,0.45580000,0.02060000,0.00017130,0.00734900,0.18140000,0.00290300,0.00707900,0.23790000,1.00130000,1.42670000,0.04259000,0.02624000,0.01085000,0.01710000,0.10660000,1.04840000,0.00810000,0.00409000,0.49500000,0.07120000,339.61000000,0.00490000,0.01216000
19,8642.35000000,166.87000000,17.32350000,11.11400000,57.19000000,1.92300000,0.04378000,0.23314000,3.62000000,0.25230000,0.06274000,0.65350000,0.01661000,8.63470000,0.15110000,0.26350000,0.00581400,2.68800000,0.86730000,0.10430000,0.00067560,0.00510000,0.23160000,0.03734000,0.22260000,64.96000000,53.68000000,0.00536300,0.00328000,109.91000000,0.78290000,0.10998000,0.07580000,0.01685000,4.50500000,0.00257900,0.00498000,0.00947000,0.23700000,0.00237600,0.03710000,0.00126100,0.00009740,0.00795000,0.25430000,0.45640000,0.02072000,0.00016910,0.00741000,0.18980000,0.00289900,0.00730700,0.23520000,1.00170000,1.59290000,0.04148000,0.02612000,0.01053000,0.01668000,0.10850000,1.06100000,0.00854000,0.00400000,0.49010000,0.06820000,343.39000000,0.00486230,0.01251000
20,8736.03000000,169.49000000,18.11660000,11.22600000,57.57000000,1.95000000,0.04602000,0.23726000,3.65270000,0.25030000,0.06279000,0.66280000,0.01732000,8.94300000,0.15700000,0.27040000,0.00596400,2.67160000,0.87230000,0.10620000,0.00066510,0.00512000,0.24150000,0.03802000,0.22030000,65.87000000,53.26000000,0.00540900,0.00329000,110.50000000,0.83800000,0.11136000,0.07661000,0.01713000,4.64000000,0.00251400,0.00493000,0.00960000,0.24820000,0.00236730,0.03840000,0.00127100,0.00009790,0.00870000,0.25180000,0.46900000,0.02196000,0.00017070,0.00739300,0.18960000,0.00290900,0.00741900,0.23990000,1.00180000,1.53600000,0.04226000,0.02657000,0.01045000,0.01756000,0.10270000,1.07990000,0.00860000,0.00430200,0.49280000,0.07020000,343.50000000,0.00520430,0.01280000
21,8682.36000000,168.07000000,17.83440000,11.24700000,58.33000000,1.99400000,0.04575000,0.23733000,3.65400000,0.24900000,0.06136000,0.66880000,0.01743000,9.34570000,0.15640000,0.27570000,0.00586300,2.64260000,0.88620000,0.10700000,0.00066880,0.00519000,0.24250000,0.03952000,0.21860000,65.00000000,52.21000000,0.00546200,0.00330000,107.80000000,0.81650000,0.11900000,0.07815000,0.01708000,4.65700000,0.00251500,0.00489000,0.00954000,0.24700000,0.00234340,0.03830000,0.00126100,0.00010370,0.00948000,0.24630000,0.48240000,0.02540000,0.00016890,0.00721200,0.18490000,0.00291800,0.00760900,0.24760000,1.00290000,1.59370000,0.04202000,0.02671000,0.01082000,0.01802000,0.10360000,1.06900000,0.00969000,0.00412200,0.50140000,0.07120000,349.22000000,0.00496700,0.01268000
22,8404.52000000,162.81000000,17.05240000,10.62100000,54.52000000,1.89000000,0.04318000,0.22586000,3.57060000,0.23690000,0.05833000,0.63860000,0.01628000,8.44210000,0.14950000,0.25750000,0.00560700,2.46980000,0.87260000,0.10870000,0.00063330,0.00496000,0.22830000,0.03775000,0.20750000,62.55000000,49.60000000,0.00525800,0.00324000,102.72000000,0.76380000,0.10858000,0.08656000,0.01605000,4.46300000,0.00249200,0.00522000,0.00932000,0.23560000,0.00225140,0.03720000,0.00122600,0.00010190,0.00835000,0.23550000,0.44810000,0.02510000,0.00016740,0.00713300,0.18380000,0.00285900,0.00717300,0.23650000,1.00230000,1.55910000,0.04041000,0.02558000,0.01017000,0.01711000,0.09910000,1.08220000,0.00938000,0.00405000,0.49440000,0.06980000,325.21000000,0.00471400,0.01196000
23,8439.00000000,162.54000000,17.11480000,10.51100000,54.38000000,1.89000000,0.04495000,0.22222000,3.63450000,0.23700000,0.05714000,0.62550000,0.01639000,8.61180000,0.15070000,0.26830000,0.00558000,2.50240000,0.85520000,0.10400000,0.00063460,0.00494000,0.22750000,0.03893000,0.20770000,61.67000000,48.82000000,0.00519600,0.00323000,100.11000000,0.77540000,0.10494000,0.08515000,0.01622000,4.48800000,0.00244900,0.00520000,0.00940000,0.23160000,0.00226980,0.03590000,0.00123500,0.00010230,0.00881000,0.23140000,0.44840000,0.02850000,0.00016900,0.00714900,0.19210000,0.00282300,0.00698300,0.23390000,1.00180000,1.51440000,0.04002000,0.02584000,0.01123000,0.01701000,0.09670000,1.06210000,0.00890000,0.00396300,0.51510000,0.06900000,318.83000000,0.00472750,0.01196000
24,8340.58000000,160.35000000,16.95550000,10.35000000,53.25000000,1.86700000,0.04314000,0.21946000,3.49800000,0.23440000,0.05604000,0.63130000,0.01613000,8.39660000,0.15500000,0.26240000,0.00562300,2.44680000,0.85120000,0.10370000,0.00062100,0.00494000,0.22420000,0.03989000,0.20390000,61.35000000,48.72000000,0.00519800,0.00338000,101.31000000,0.76070000,0.10189000,0.08820000,0.01602000,4.39000000,0.00248900,0.00510000,0.00951000,0.23400000,0.00225100,0.03700000,0.00127600,0.00010420,0.00855000,0.24410000,0.44460000,0.03460000,0.00016820,0.00714900,0.19530000,0.00296800,0.00693300,0.24940000,1.00210000,1.49470000,0.04046000,0.02592000,0.01208000,0.01897000,0.09360000,1.11840000,0.00886000,0.00388800,0.49880000,0.07070000,310.13000000,0.00509830,0.01202000
25,8615.00000000,167.86000000,17.49900000,10.79700000,56.24000000,1.93500000,0.04477000,0.23131000,3.64860000,0.24570000,0.05841000,0.64700000,0.01684000,9.19000000,0.17380000,0.26840000,0.00573000,2.57640000,0.87180000,0.10540000,0.00063470,0.00512000,0.23050000,0.03889000,0.21170000,63.97000000,53.65000000,0.00538400,0.00336000,111.01000000,0.79050000,0.10222000,0.08741000,0.01645000,4.47800000,0.00250000,0.00508000,0.00965000,0.23780000,0.00228540,0.03680000,0.00127200,0.00010350,0.00862000,0.24490000,0.45480000,0.03325000,0.00017090,0.00729000,0.19300000,0.00299300,0.00691600,0.25000000,1.00210000,1.52560000,0.04150000,0.02639000,0.01164000,0.01815000,0.09780000,1.10450000,0.00887000,0.00401600,0.52220000,0.07060000,348.24000000,0.00512230,0.01216000
26,8907.57000000,170.08000000,17.67000000,11.08200000,58.55000000,1.99700000,0.04796000,0.23077000,3.96470000,0.25220000,0.05971000,0.68520000,0.01713000,10.41610000,0.17750000,0.27040000,0.00574800,2.60550000,0.86800000,0.10580000,0.00065210,0.00511000,0.23160000,0.03892000,0.22590000,65.44000000,55.18000000,0.00542800,0.00331000,112.78000000,0.80740000,0.10459000,0.09026000,0.01690000,4.51500000,0.00257400,0.00508000,0.00964000,0.24000000,0.00235940,0.03630000,0.00131100,0.00010380,0.00825000,0.24300000,0.45590000,0.03187000,0.00017110,0.00710700,0.18740000,0.00295800,0.00690100,0.24780000,1.00210000,1.52070000,0.04151000,0.02673000,0.01131000,0.01834000,0.09800000,1.09870000,0.00914000,0.00403100,0.51200000,0.07190000,362.86000000,0.00504500,0.01238000
27,9374.21000000,175.64000000,18.06620000,11.36000000,60.52000000,2.05200000,0.05290000,0.23906000,4.04120000,0.28630000,0.06072000,0.69590000,0.01860000,11.36970000,0.18600000,0.27330000,0.00580000,2.65580000,0.88560000,0.10830000,0.00064800,0.00531000,0.23160000,0.03767000,0.22200000,67.71000000,56.74000000,0.00568100,0.00334000,115.91000000,0.82050000,0.10936000,0.08811000,0.01714000,4.57700000,0.00260000,0.00509000,0.00911000,0.24370000,0.00244120,0.03640000,0.00131000,0.00010220,0.00803000,0.24690000,0.43170000,0.03639000,0.00017240,0.00692800,0.18690000,0.00288600,0.00724300,0.24530000,1.00010000,1.55080000,0.04368000,0.02736000,0.01149000,0.01862000,0.09640000,1.07220000,0.00940000,0.00403900,0.56810000,0.07300000,378.60000000,0.00478310,0.01265000
28,9301.53000000,173.72000000,17.91340000,11.20100000,59.80000000,2.06600000,0.05329000,0.23539000,3.96740000,0.30410000,0.06083000,0.72970000,0.01866000,12.22310000,0.21120000,0.27170000,0.00573300,2.77730000,0.86990000,0.11570000,0.00065310,0.00552000,0.22550000,0.03698000,0.21820000,70.02000000,61.74000000,0.00560700,0.00321000,121.97000000,0.84020000,0.10434000,0.08978000,0.01704000,4.40100000,0.00248100,0.00501000,0.00876000,0.24050000,0.00238650,0.03480000,0.00130800,0.00010790,0.00756000,0.23740000,0.42210000,0.03610000,0.00016170,0.00662900,0.19240000,0.00283300,0.00727700,0.23270000,1.00170000,1.56980000,0.04311000,0.02693000,0.01157000,0.01803000,0.09310000,1.03850000,0.00941000,0.00407900,0.58070000,0.07200000,380.26000000,0.00470430,0.01275000
29,9513.21000000,184.69000000,18.55550000,11.73500000,67.98000000,2.17600000,0.05614000,0.24376000,4.32360000,0.29400000,0.06280000,0.73440000,0.01950000,12.28420000,0.23800000,0.27860000,0.00568700,2.91560000,0.86960000,0.12440000,0.00063800,0.00554000,0.23310000,0.03830000,0.22330000,74.83000000,66.30000000,0.00559900,0.00326000,121.90000000,0.88800000,0.10431000,0.10060000,0.01859000,4.41000000,0.00249800,0.00516000,0.00878000,0.24150000,0.00241400,0.03620000,0.00129000,0.00011120,0.00749000,0.24040000,0.42500000,0.04008000,0.00017100,0.00682800,0.19350000,0.00281600,0.00739100,0.23000000,1.00130000,1.67730000,0.04345000,0.02770000,0.01193000,0.01900000,0.09120000,1.04790000,0.00937000,0.00421700,0.68400000,0.07610000,392.69000000,0.00455030,0.01273000
30,9352.89000000,179.99000000,18.26440000,11.45300000,68.00000000,2.12500000,0.05390000,0.23946000,4.14440000,0.29420000,0.06060000,0.77050000,0.01867000,11.33800000,0.25890000,0.28150000,0.00576600,2.82590000,0.88240000,0.14290000,0.00063290,0.00593000,0.22840000,0.03890000,0.21950000,72.16000000,66.51000000,0.00567400,0.00327000,115.85000000,0.90100000,0.10638000,0.09531000,0.01795000,4.39700000,0.00248200,0.00519000,0.00925000,0.24740000,0.00237760,0.03640000,0.00131700,0.00010970,0.00758000,0.24070000,0.46930000,0.03790000,0.00016950,0.00701600,0.22620000,0.00289800,0.00720400,0.25620000,1.00150000,1.65640000,0.04477000,0.02746000,0.01311000,0.01971000,0.09500000,1.05650000,0.01147000,0.00412600,0.66840000,0.08280000,374.86000000,0.00472250,0.01264000
31,9384.61000000,183.60000000,18.27520000,11.42200000,70.72000000,2.19300000,0.05610000,0.24141000,4.15310000,0.30590000,0.06224000,0.76210000,0.01907000,11.52820000,0.27510000,0.29080000,0.00599700,2.83780000,0.91110000,0.14040000,0.00064480,0.00601000,0.23210000,0.03862000,0.22410000,73.22000000,66.03000000,0.00592200,0.00331000,116.70000000,0.91680000,0.10527000,0.10476000,0.01829000,4.38800000,0.00249600,0.00520000,0.00955000,0.24750000,0.00241700,0.03630000,0.00137500,0.00011200,0.00752000,0.27430000,0.48540000,0.03585000,0.00017040,0.00720000,0.22780000,0.00291900,0.00744100,0.24980000,1.00080000,1.74900000,0.04459000,0.02784000,0.01339000,0.01944000,0.09550000,1.05630000,0.01148000,0.00420600,0.68850000,0.08430000,380.08000000,0.00470800,0.01252000
